time_bin,grid_x,grid_y,count
2018-01-22,4000,2772,1
2018-01-22,5000,2256,1
2018-01-22,5000,2475,1
2018-01-22,5000,2785,1
2018-01-22,5000,2876,1
2018-01-22,5000,2878,1
2018-01-22,6000,1598,1
2018-01-22,6000,1665,1
2018-01-22,6000,2011,1
2018-01-22,6000,2046,1
2018-01-22,6000,2085,1
2018-01-22,6000,2524,1
2018-01-22,7000,2068,1
2018-01-22,7000,2381,1
2018-01-22,7000,2550,1
2018-01-22,7000,2750,1
2018-01-22,8000,2175,1
2018-01-22,8000,2204,1
2018-01-22,8000,2212,1
2018-01-22,8000,2635,1
2018-01-22,9000,2118,1
2018-01-22,9000,2169,1
2018-01-23,3000,2212,1
2018-01-23,3000,2686,1
2018-01-23,4000,1669,1
2018-01-23,4000,2543,1
2018-01-23,4000,2765,1
2018-01-23,5000,2308,1
2018-01-23,5000,2789,1
2018-01-23,6000,1894,1
2018-01-23,6000,2198,1
2018-01-23,6000,2422,1
2018-01-23,6000,2467,1
2018-01-23,6000,2524,1
2018-01-23,7000,1500,1
2018-01-23,7000,1935,1
2018-01-23,7000,2048,1
2018-01-23,7000,2070,1
2018-01-23,7000,2102,1
2018-01-23,7000,2174,1
2018-01-23,7000,2630,1
2018-01-23,7000,2819,1
2018-01-23,7000,3003,1
2018-01-23,7000,3221,1
2018-01-23,9000,2398,1
2018-01-23,9000,2918,1
2018-01-24,4000,2669,1
2018-01-24,4000,3084,1
2018-01-24,5000,1996,1
2018-01-24,5000,2256,1
2018-01-24,5000,2284,1
2018-01-24,5000,2296,1
2018-01-24,5000,2337,1
2018-01-24,6000,2697,1
2018-01-24,6000,3101,1
2018-01-24,7000,1500,2
2018-01-24,7000,1565,1
2018-01-24,7000,2290,1
2018-01-24,7000,2294,1
2018-01-24,7000,2509,1
2018-01-24,7000,2627,1
2018-01-24,7000,2645,1
2018-01-24,7000,2663,1
2018-01-24,7000,3538,1
2018-01-24,8000,2324,1
2018-01-24,8000,2390,1
2018-01-24,8000,2915,1
2018-01-24,8000,2936,1
2018-01-24,8000,3338,1
2018-01-25,3000,3019,1
2018-01-25,3000,3072,1
2018-01-25,4000,2667,1
2018-01-25,5000,2591,1
2018-01-25,5000,2739,1
2018-01-25,5000,2915,1
2018-01-25,5000,3635,1
2018-01-25,6000,2245,1
2018-01-25,6000,2536,1
2018-01-25,6000,2624,1
2018-01-25,6000,2885,1
2018-01-25,7000,1761,1
2018-01-25,7000,2011,1
2018-01-25,7000,2072,1
2018-01-25,7000,2261,1
2018-01-25,7000,2278,1
2018-01-25,7000,2618,1
2018-01-25,8000,2075,1
2018-01-25,8000,2270,1
2018-01-25,8000,2292,1
2018-01-25,8000,2365,1
2018-01-25,8000,2689,1
2018-01-25,8000,2816,1
2018-01-25,9000,2669,1
2018-01-26,3000,1878,1
2018-01-26,5000,1611,1
2018-01-26,5000,2472,1
2018-01-26,5000,3178,1
2018-01-26,6000,2039,1
2018-01-26,6000,2736,1
2018-01-26,6000,2827,1
2018-01-26,6000,2863,1
2018-01-26,6000,2878,1
2018-01-26,6000,2935,1
2018-01-26,6000,3173,1
2018-01-26,6000,3441,1
2018-01-26,7000,1937,1
2018-01-26,7000,2105,1
2018-01-26,7000,2555,1
2018-01-26,7000,2612,1
2018-01-26,7000,2640,1
2018-01-26,7000,2707,1
2018-01-26,7000,3248,1
2018-01-26,7000,3723,1
2018-01-26,8000,2113,1
2018-01-26,8000,3438,1
2018-01-26,9000,2565,1
2018-01-26,9000,2741,1
2018-01-27,4000,2005,1
2018-01-27,4000,2287,1
2018-01-27,4000,2528,1
2018-01-27,4000,3265,1
2018-01-27,4000,3335,1
2018-01-27,5000,1500,1
2018-01-27,5000,1654,1
2018-01-27,5000,1994,1
2018-01-27,6000,1855,1
2018-01-27,6000,2370,1
2018-01-27,6000,2437,1
2018-01-27,7000,1673,1
2018-01-27,7000,1748,1
2018-01-27,7000,2332,1
2018-01-27,7000,2377,1
2018-01-27,7000,2421,1
2018-01-27,7000,2473,1
2018-01-27,7000,2912,1
2018-01-27,7000,3047,1
2018-01-27,8000,1852,1
2018-01-27,8000,2244,1
2018-01-27,8000,2364,1
2018-01-27,8000,2537,1
2018-01-27,8000,3297,1
2018-01-28,3000,2553,1
2018-01-28,4000,3787,1
2018-01-28,5000,1500,1
2018-01-28,5000,2144,1
2018-01-28,5000,2373,1
2018-01-28,5000,2484,1
2018-01-28,5000,2530,1
2018-01-28,5000,2599,1
2018-01-28,5000,3063,1
2018-01-28,6000,2213,1
2018-01-28,6000,2228,1
2018-01-28,6000,2488,1
2018-01-28,7000,1500,1
2018-01-28,7000,2385,1
2018-01-28,7000,2428,1
2018-01-28,7000,3046,1
2018-01-28,7000,3123,1
2018-01-28,7000,3424,1
2018-01-28,8000,1947,1
2018-01-28,8000,2366,1
2018-01-28,8000,2507,1
2018-01-28,8000,2848,1
2018-01-28,8000,3252,1
2018-01-28,9000,2227,1
2018-01-29,3000,2745,1
2018-01-29,4000,3080,1
2018-01-29,4000,3136,1
2018-01-29,5000,1796,1
2018-01-29,5000,1935,1
2018-01-29,5000,2111,1
2018-01-29,5000,2320,1
2018-01-29,5000,2345,1
2018-01-29,5000,2797,1
2018-01-29,5000,2856,1
2018-01-29,5000,2968,1
2018-01-29,6000,1889,1
2018-01-29,6000,2808,1
2018-01-29,7000,1945,1
2018-01-29,7000,1959,1
2018-01-29,7000,2313,1
2018-01-29,7000,2314,1
2018-01-29,7000,2329,1
2018-01-29,7000,2380,1
2018-01-29,7000,2722,1
2018-01-29,7000,2861,1
2018-01-29,8000,2855,1
2018-01-29,8000,3376,1
2018-01-29,9000,2238,1
2018-01-30,4000,2663,1
2018-01-30,4000,3377,1
2018-01-30,5000,1796,1
2018-01-30,5000,1860,1
2018-01-30,5000,1874,1
2018-01-30,5000,3052,1
2018-01-30,5000,3348,1
2018-01-30,6000,1500,1
2018-01-30,6000,2318,1
2018-01-30,7000,1722,1
2018-01-30,7000,2148,1
2018-01-30,7000,2228,1
2018-01-30,7000,2408,1
2018-01-30,7000,2452,1
2018-01-30,7000,2472,1
2018-01-30,7000,2481,1
2018-01-30,7000,2557,1
2018-01-30,7000,2575,1
2018-01-30,7000,2606,1
2018-01-30,7000,2700,1
2018-01-30,7000,2803,1
2018-01-30,7000,2962,1
2018-01-30,7000,3025,1
2018-01-30,9000,2239,1
2018-01-31,3000,1826,1
2018-01-31,4000,2230,1
2018-01-31,4000,2991,1
2018-01-31,5000,3007,1
2018-01-31,5000,3333,1
2018-01-31,6000,1580,1
2018-01-31,6000,2111,1
2018-01-31,6000,2509,1
2018-01-31,6000,2513,1
2018-01-31,6000,2585,1
2018-01-31,6000,2628,1
2018-01-31,7000,1645,1
2018-01-31,7000,1860,1
2018-01-31,7000,2188,1
2018-01-31,7000,2408,1
2018-01-31,7000,2598,1
2018-01-31,7000,2654,1
2018-01-31,7000,2674,1
2018-01-31,7000,2736,1
2018-01-31,7000,3015,1
2018-01-31,8000,2011,1
2018-01-31,8000,2704,1
2018-01-31,8000,2872,1
2018-01-31,9000,1649,1
2018-02-01,4000,2137,1
2018-02-01,4000,3816,1
2018-02-01,5000,1824,1
2018-02-01,5000,2038,1
2018-02-01,5000,2148,1
2018-02-01,5000,2194,1
2018-02-01,5000,2561,1
2018-02-01,5000,2759,1
2018-02-01,5000,3385,1
2018-02-01,6000,2025,1
2018-02-01,6000,2747,1
2018-02-01,7000,1797,1
2018-02-01,7000,2012,1
2018-02-01,7000,2212,1
2018-02-01,7000,2452,1
2018-02-01,7000,2483,1
2018-02-01,7000,2592,1
2018-02-01,7000,2850,1
2018-02-01,7000,3027,1
2018-02-01,7000,3780,1
2018-02-01,8000,2071,1
2018-02-01,8000,2122,1
2018-02-01,8000,3075,1
2018-02-01,9000,2593,1
2018-02-02,4000,2465,1
2018-02-02,4000,2816,1
2018-02-02,5000,1832,1
2018-02-02,5000,2187,1
2018-02-02,5000,2463,1
2018-02-02,5000,2730,1
2018-02-02,5000,3040,1
2018-02-02,6000,1715,1
2018-02-02,6000,2136,1
2018-02-02,6000,2811,1
2018-02-02,6000,2917,1
2018-02-02,7000,1670,1
2018-02-02,7000,2219,1
2018-02-02,7000,2604,1
2018-02-02,7000,2715,1
2018-02-02,7000,2780,1
2018-02-02,7000,2854,1
2018-02-02,7000,2986,1
2018-02-02,8000,2376,1
2018-02-02,8000,2589,1
2018-02-02,8000,2810,1
2018-02-02,8000,3406,1
2018-02-02,9000,2690,1
2018-02-02,9000,2805,1
2018-02-03,4000,3128,1
2018-02-03,5000,1862,1
2018-02-03,5000,2269,1
2018-02-03,5000,2636,1
2018-02-03,5000,3016,1
2018-02-03,6000,1757,1
2018-02-03,6000,2053,1
2018-02-03,6000,2280,1
2018-02-03,6000,2841,1
2018-02-03,6000,2969,1
2018-02-03,7000,2242,1
2018-02-03,7000,2261,1
2018-02-03,7000,2283,1
2018-02-03,7000,2407,1
2018-02-03,7000,2515,1
2018-02-03,7000,2598,1
2018-02-03,7000,3027,1
2018-02-03,8000,2480,1
2018-02-03,8000,2514,1
2018-02-03,8000,2548,1
2018-02-03,8000,2611,1
2018-02-03,9000,1959,1
2018-02-03,9000,2345,1
2018-02-03,9000,3223,1
2018-02-04,3000,2041,1
2018-02-04,3000,2116,1
2018-02-04,4000,2290,1
2018-02-04,4000,2393,1
2018-02-04,4000,2992,1
2018-02-04,4000,3205,1
2018-02-04,5000,2001,1
2018-02-04,5000,2483,1
2018-02-04,5000,3033,1
2018-02-04,6000,1998,1
2018-02-04,6000,2319,1
2018-02-04,6000,2359,1
2018-02-04,6000,2541,1
2018-02-04,6000,2634,1
2018-02-04,6000,3227,1
2018-02-04,6000,3275,1
2018-02-04,6000,3290,1
2018-02-04,7000,1828,1
2018-02-04,7000,2239,1
2018-02-04,7000,2241,1
2018-02-04,7000,2617,1
2018-02-04,7000,2945,1
2018-02-04,7000,3649,1
2018-02-04,9000,2277,1
2018-02-05,3000,2235,1
2018-02-05,4000,1939,1
2018-02-05,4000,2084,1
2018-02-05,4000,2475,1
2018-02-05,4000,2691,1
2018-02-05,4000,2837,1
2018-02-05,5000,2181,1
2018-02-05,5000,2188,1
2018-02-05,5000,3728,1
2018-02-05,6000,2215,1
2018-02-05,6000,2736,1
2018-02-05,6000,3398,1
2018-02-05,7000,2222,1
2018-02-05,7000,2224,1
2018-02-05,7000,2583,1
2018-02-05,7000,2601,1
2018-02-05,7000,2816,1
2018-02-05,7000,3210,1
2018-02-05,7000,3274,1
2018-02-05,8000,1742,1
2018-02-05,8000,2645,1
2018-02-05,8000,2746,1
2018-02-05,8000,3095,1
2018-02-05,9000,2181,1
2018-02-06,3000,2643,1
2018-02-06,3000,3423,1
2018-02-06,4000,2792,1
2018-02-06,4000,3094,1
2018-02-06,5000,1810,1
2018-02-06,5000,2241,1
2018-02-06,5000,2306,1
2018-02-06,5000,2841,1
2018-02-06,6000,2194,1
2018-02-06,6000,2235,1
2018-02-06,6000,2320,1
2018-02-06,6000,2667,1
2018-02-06,6000,3397,1
2018-02-06,7000,2101,1
2018-02-06,7000,2135,1
2018-02-06,7000,2255,1
2018-02-06,7000,2412,1
2018-02-06,7000,2483,1
2018-02-06,7000,2612,1
2018-02-06,7000,2829,1
2018-02-06,7000,3505,1
2018-02-06,8000,2492,1
2018-02-06,8000,3022,1
2018-02-06,9000,3763,1
2018-02-07,3000,2514,1
2018-02-07,3000,3054,1
2018-02-07,4000,2523,1
2018-02-07,4000,3033,1
2018-02-07,4000,3103,1
2018-02-07,4000,3139,1
2018-02-07,5000,2416,1
2018-02-07,5000,2596,1
2018-02-07,5000,2873,1
2018-02-07,5000,3085,1
2018-02-07,6000,2346,1
2018-02-07,7000,1820,1
2018-02-07,7000,2092,1
2018-02-07,7000,2610,1
2018-02-07,7000,2684,1
2018-02-07,7000,2754,1
2018-02-07,7000,2823,1
2018-02-07,7000,2824,1
2018-02-07,7000,3191,1
2018-02-07,7000,3582,1
2018-02-07,8000,2303,1
2018-02-07,8000,2573,1
2018-02-07,8000,2910,1
2018-02-07,9000,2795,1
2018-02-08,3000,2452,1
2018-02-08,4000,1738,1
2018-02-08,4000,2640,1
2018-02-08,4000,3098,1
2018-02-08,5000,2221,1
2018-02-08,5000,2249,1
2018-02-08,5000,3037,1
2018-02-08,5000,3289,1
2018-02-08,6000,2150,1
2018-02-08,6000,2222,1
2018-02-08,6000,2593,1
2018-02-08,6000,3441,1
2018-02-08,7000,1500,1
2018-02-08,7000,1776,1
2018-02-08,7000,1987,1
2018-02-08,7000,2467,1
2018-02-08,7000,2566,1
2018-02-08,7000,2597,1
2018-02-08,7000,2625,1
2018-02-08,7000,2689,1
2018-02-08,7000,2720,1
